Flight Status,Departure Airport,Departure Gate,Arrival IATA Code,Scheduled Departure,Actual Departure,Delay (in Minutes),Airline Name,Flight Number
landed,YUL,,LGA,2024-02-27T18:40:00+00:00,2024-02-27T19:44:00+00:00,64.0,Air Canada,AC644
landed,YUL,,LGA,2024-02-27T20:00:00+00:00,2024-02-27T20:54:00+00:00,54.0,Air Canada,AC646
cancelled,YUL,C74,LGA,2024-02-27T08:00:00+00:00,,88.0,Air Canada,AC8634
landed,YUL,C85,LGA,2024-02-27T13:15:00+00:00,2024-02-27T14:32:00+00:00,78.0,Air Canada,AC8638
scheduled,YUL,C80,LGA,2024-02-27T15:20:00+00:00,2024-02-27T16:44:00+00:00,84.0,Air Canada,AC8640
scheduled,YUL,C79,LGA,2024-02-27T17:30:00+00:00,2024-02-27T19:00:00+00:00,91.0,Air Canada,AC8642
active,YUL,C74,LGA,2024-02-27T18:40:00+00:00,,64.0,Air Canada,AC8644
active,YUL,C77,LGA,2024-02-27T20:00:00+00:00,,54.0,Air Canada,AC8646
landed,YUL,A50,LHR,2024-02-12T19:40:00+00:00,2024-02-12T20:01:00+00:00,22.0,Air Canada,AC864
landed,YUL,A56,LHR,2024-02-12T20:45:00+00:00,2024-02-12T21:39:00+00:00,55.0,British Airways,BA94
landed,YUL,A67,LIR,2024-02-12T11:00:00+00:00,2024-02-12T11:22:00+00:00,22.0,Sunwing,WG728
landed,YUL,A67,LIS,2024-02-12T21:45:00+00:00,2024-02-12T22:06:00+00:00,21.0,TAP Air Portugal,TP254
scheduled,YUL,A50,LYS,2024-02-12T21:30:00+00:00,2024-02-13T00:23:00+00:00,173.0,Air Canada,AC876
landed,YUL,A58,MBJ,2024-02-12T09:00:00+00:00,2024-02-12T09:37:00+00:00,38.0,Air Canada,AC922
landed,YUL,A66,MBJ,2024-02-12T14:05:00+00:00,2024-02-12T14:15:00+00:00,10.0,Air Transat,TS486
landed,YUL,C77,MCO,2024-02-12T09:20:00+00:00,2024-02-12T09:48:00+00:00,29.0,Air Canada Rouge,RV1634
landed,YUL,C75,MCO,2024-02-12T13:30:00+00:00,2024-02-12T13:37:00+00:00,8.0,Air Canada Rouge,RV1636
active,YUL,C83,MCO,2024-02-12T18:40:00+00:00,,195.0,Air Canada Rouge,RV1638
landed,YUL,C58,MCO,2024-02-12T06:45:00+00:00,2024-02-12T07:02:00+00:00,17.0,Air Transat,TS820
landed,YUL,A51,MEX,2024-02-12T18:55:00+00:00,2024-02-12T19:32:00+00:00,37.0,Air Canada,AC995
landed,YUL,A63,MEX,2024-02-12T23:10:00+00:00,2024-02-12T23:29:00+00:00,19.0,Aeromexico,AM637
landed,YUL,A65,MEX,2024-02-12T09:03:00+00:00,2024-02-12T09:18:00+00:00,16.0,Aeromexico,AM681
landed,YUL,C81,MIA,2024-02-12T07:00:00+00:00,2024-02-12T07:31:00+00:00,31.0,American Airlines,AA1516
landed,YUL,C79,MIA,2024-02-12T08:30:00+00:00,2024-02-12T09:14:00+00:00,44.0,Air Canada,AC1206
landed,YUL,C81,MIA,2024-02-12T18:45:00+00:00,2024-02-12T19:28:00+00:00,44.0,Air Canada,AC1208
landed,YUL,C83,MIA,2024-02-12T16:10:00+00:00,2024-02-12T17:15:00+00:00,65.0,Air Transat,TS2120
landed,YUL,C82,MSP,2024-02-12T17:30:00+00:00,2024-02-12T17:53:00+00:00,23.0,Air Canada,AC8851
landed,YUL,C84,MSP,2024-02-12T07:00:00+00:00,2024-02-12T07:23:00+00:00,24.0,Delta Air Lines,DL4807
landed,YUL,A61,MUC,2024-02-12T20:15:00+00:00,2024-02-12T20:34:00+00:00,20.0,Lufthansa,LH475
scheduled,YUL,A60,MXP,2024-02-12T20:30:00+00:00,2024-02-12T23:58:00+00:00,209.0,Air Canada,AC894
landed,YUL,C84,ORD,2024-02-12T08:30:00+00:00,2024-02-12T09:04:00+00:00,35.0,Air Canada,AC8959
landed,YUL,C80,ORD,2024-02-12T13:05:00+00:00,2024-02-12T13:40:00+00:00,36.0,Air Canada,AC8961
scheduled,YUL,C85,ORD,2024-02-12T19:45:00+00:00,,21.0,Air Canada,AC8967
landed,YUL,,ORD,2024-02-12T19:45:00+00:00,2024-02-12T20:04:00+00:00,19.0,Air Canada,AC967
scheduled,YUL,,ORD,2024-02-12T19:45:00+00:00,,21.0,Jazz,QK967
landed,YUL,C80,ORD,2024-02-12T16:45:00+00:00,2024-02-12T17:11:00+00:00,27.0,United Airlines,UA3629
landed,YUL,C80,ORD,2024-02-12T06:05:00+00:00,2024-02-12T06:19:00+00:00,14.0,United Airlines,UA3663
landed,YUL,C89,PHL,2024-02-12T07:30:00+00:00,2024-02-12T08:06:00+00:00,36.0,American Airlines,AA5779
landed,YUL,C79,PHL,2024-02-12T12:55:00+00:00,2024-02-12T13:05:00+00:00,10.0,American Airlines,AA5783
landed,YUL,C79,PHL,2024-02-12T16:05:00+00:00,2024-02-12T16:14:00+00:00,9.0,American Airlines,AA5796
landed,YUL,C77,PHL,2024-02-12T13:20:00+00:00,2024-02-12T13:31:00+00:00,11.0,Air Canada,AC8859
landed,YUL,A60,POP,2024-02-12T09:10:00+00:00,2024-02-12T09:28:00+00:00,18.0,Air Canada Rouge,RV1822
landed,YUL,A67,POP,2024-02-12T08:20:00+00:00,2024-02-12T08:43:00+00:00,24.0,Air Transat,TS890
landed,YUL,A51,PTP,2024-02-12T09:00:00+00:00,2024-02-12T09:35:00+00:00,36.0,Air Canada,AC948
landed,YUL,A52,PUJ,2024-02-12T08:15:00+00:00,2024-02-12T08:39:00+00:00,25.0,Air Canada,AC944
landed,YUL,A64,PUJ,2024-02-12T07:05:00+00:00,2024-02-12T07:27:00+00:00,22.0,Air Transat,TS398
landed,YUL,A61,PUJ,2024-02-12T08:00:00+00:00,2024-02-12T08:11:00+00:00,11.0,Sunwing,WG4126
landed,YUL,A59,PUJ,2024-02-12T10:00:00+00:00,2024-02-12T10:25:00+00:00,26.0,Sunwing,WG4134
landed,YUL,A52,PVR,2024-02-12T11:30:00+00:00,2024-02-12T11:43:00+00:00,13.0,Air Transat,TS106
landed,YUL,A59,RTB,2024-02-12T08:15:00+00:00,2024-02-12T08:45:00+00:00,31.0,Sunwing,WG7188
landed,YUL,A66,SAL,2024-02-12T08:30:00+00:00,2024-02-12T09:00:00+00:00,31.0,Air Transat,TS760
landed,YUL,,SDF,2024-02-12T08:55:00+00:00,2024-02-12T09:08:00+00:00,14.0,Algonquin Airlink,
scheduled,YUL,C85,SFO,2024-02-12T18:15:00+00:00,2024-02-12T19:44:00+00:00,90.0,Air Canada,AC763
landed,YUL,C73,LGA,2024-02-02T13:15:00+00:00,2024-02-02T13:44:00+00:00,29.0,Air Canada,AC8638
landed,YUL,C73,LGA,2024-02-02T15:20:00+00:00,2024-02-02T15:55:00+00:00,35.0,Air Canada,AC8640
landed,YUL,C84,LGA,2024-02-02T17:30:00+00:00,2024-02-02T17:45:00+00:00,16.0,Air Canada,AC8642
active,YUL,C85,LGA,2024-02-02T18:40:00+00:00,,24.0,Air Canada,AC8644
active,YUL,C74,LGA,2024-02-02T20:00:00+00:00,,36.0,Air Canada,AC8646
landed,YUL,C87,LGA,2024-02-02T10:15:00+00:00,2024-02-02T11:21:00+00:00,67.0,Delta Air Lines,DL4932
landed,YUL,C88,LGA,2024-02-02T18:30:00+00:00,2024-02-02T18:39:00+00:00,10.0,Delta Air Lines,DL5014
landed,YUL,C88,LGA,2024-02-02T06:30:00+00:00,2024-02-02T06:51:00+00:00,22.0,Delta Air Lines,DL5139
scheduled,YUL,,LGA,2024-02-02T18:40:00+00:00,,21.0,Jazz,QK644
scheduled,YUL,,LGA,2024-02-02T20:00:00+00:00,,,Jazz,QK646
landed,YUL,A60,LHR,2024-02-02T19:00:00+00:00,2024-02-02T19:31:00+00:00,31.0,Air Canada,AC864
landed,YUL,A57,LHR,2024-02-02T20:45:00+00:00,2024-02-02T21:54:00+00:00,70.0,British Airways,BA94
landed,YUL,A55,LIM,2024-02-02T22:15:00+00:00,2024-02-02T22:29:00+00:00,15.0,Air Transat,TS150
landed,YUL,A67,LIS,2024-02-02T21:45:00+00:00,2024-02-02T21:57:00+00:00,12.0,TAP Air Portugal,TP254
landed,YUL,A65,LRM,2024-02-02T07:10:00+00:00,2024-02-02T07:54:00+00:00,44.0,Air Transat,TS202
landed,YUL,A58,LYS,2024-02-02T21:30:00+00:00,2024-02-02T22:26:00+00:00,56.0,Air Canada,AC876
landed,YUL,A64,LYS,2024-02-02T20:20:00+00:00,2024-02-02T20:41:00+00:00,21.0,Air Transat,TS572
landed,YUL,A68,MBJ,2024-02-02T07:30:00+00:00,2024-02-02T07:56:00+00:00,26.0,Air Transat,TS2484
landed,YUL,C76,MCO,2024-02-02T09:20:00+00:00,2024-02-02T09:37:00+00:00,18.0,Air Canada Rouge,RV1634
landed,YUL,C75,MCO,2024-02-02T13:30:00+00:00,2024-02-02T13:48:00+00:00,19.0,Air Canada Rouge,RV1636
landed,YUL,C76,MCO,2024-02-02T18:40:00+00:00,2024-02-02T19:13:00+00:00,34.0,Air Canada Rouge,RV1638
landed,YUL,A66,MEX,2024-02-02T18:55:00+00:00,2024-02-02T19:43:00+00:00,49.0,Air Canada,AC995
landed,YUL,A65,MEX,2024-02-02T23:10:00+00:00,2024-02-02T23:31:00+00:00,22.0,Aeromexico,AM637
landed,YUL,A65,MEX,2024-02-02T09:01:00+00:00,2024-02-02T09:29:00+00:00,29.0,Aeromexico,AM681
landed,YUL,C81,MIA,2024-02-02T07:00:00+00:00,2024-02-02T07:47:00+00:00,48.0,American Airlines,AA1516
landed,YUL,C84,MIA,2024-02-02T08:30:00+00:00,2024-02-02T09:06:00+00:00,36.0,Air Canada,AC1206
scheduled,YUL,C81,MIA,2024-02-02T18:45:00+00:00,2024-02-02T20:48:00+00:00,123.0,Air Canada,AC1208
landed,YUL,C83,MIA,2024-02-02T16:10:00+00:00,2024-02-02T16:32:00+00:00,22.0,Air Transat,TS120
landed,YUL,C82,MSP,2024-02-02T17:30:00+00:00,2024-02-02T17:39:00+00:00,10.0,Air Canada,AC8851
landed,YUL,C84,MSP,2024-02-02T07:00:00+00:00,2024-02-02T07:52:00+00:00,53.0,Delta Air Lines,DL3665
landed,YUL,A63,NRT,2024-02-02T13:05:00+00:00,2024-02-02T13:39:00+00:00,35.0,Air Canada,AC5
landed,YUL,C86,ORD,2024-02-02T08:30:00+00:00,2024-02-02T08:54:00+00:00,24.0,Air Canada,AC8959
landed,YUL,C76,ORD,2024-02-02T13:05:00+00:00,2024-02-02T13:52:00+00:00,48.0,Air Canada,AC8961
scheduled,YUL,C75,ORD,2024-02-02T19:45:00+00:00,,10.0,Air Canada,AC8967
landed,YUL,,ORD,2024-02-02T19:45:00+00:00,2024-02-02T20:01:00+00:00,16.0,Air Canada,AC967
scheduled,YUL,,ORD,2024-02-02T19:45:00+00:00,,21.0,Jazz,QK967
landed,YUL,C80,ORD,2024-02-02T16:45:00+00:00,2024-02-02T17:18:00+00:00,33.0,United Airlines,UA3629
landed,YUL,C80,ORD,2024-02-02T06:05:00+00:00,2024-02-02T06:17:00+00:00,13.0,United Airlines,UA3663
landed,YUL,C81,PBI,2024-02-02T08:35:00+00:00,2024-02-02T09:12:00+00:00,37.0,Air Canada,AC1250
landed,YUL,C89,PHL,2024-02-02T07:30:00+00:00,2024-02-02T08:10:00+00:00,41.0,American Airlines,AA5779
landed,YUL,C81,PHL,2024-02-02T12:55:00+00:00,2024-02-02T13:05:00+00:00,10.0,American Airlines,AA5783
landed,YUL,C81,PHL,2024-02-02T16:05:00+00:00,2024-02-02T16:40:00+00:00,35.0,American Airlines,AA5796
landed,YUL,C83,PHL,2024-02-02T13:20:00+00:00,2024-02-02T13:26:00+00:00,7.0,Air Canada,AC8859
landed,YUL,A61,POP,2024-02-02T08:20:00+00:00,2024-02-02T08:48:00+00:00,29.0,Air Transat,TS890
landed,YUL,A66,PTP,2024-02-02T09:00:00+00:00,2024-02-02T09:26:00+00:00,26.0,Air Canada,AC948
landed,YUL,58,PTY,2024-02-02T07:18:00+00:00,2024-02-02T07:57:00+00:00,40.0,Copa Airlines,CM484
landed,YUL,A52,PUJ,2024-02-02T08:15:00+00:00,2024-02-02T08:50:00+00:00,36.0,Air Canada,AC944
landed,YUL,A63,PUJ,2024-02-02T07:05:00+00:00,2024-02-02T07:45:00+00:00,41.0,Air Transat,TS398
landed,YUL,A60,ALG,2024-02-02T15:10:00+00:00,2024-02-02T15:20:00+00:00,11.0,Air Algerie,AH2701
landed,YUL,A57,AMS,2024-02-02T19:05:00+00:00,2024-02-02T19:45:00+00:00,41.0,KLM,KL672
landed,YUL,A68,ANU,2024-02-02T09:15:00+00:00,2024-02-02T09:34:00+00:00,19.0,Air Canada Rouge,RV1894
landed,YUL,C73,ATL,2024-02-02T18:25:00+00:00,2024-02-02T18:57:00+00:00,33.0,Air Canada,AC8569
landed,YUL,C86,ATL,2024-02-02T07:00:00+00:00,2024-02-02T07:10:00+00:00,10.0,Delta Air Lines,DL1345
landed,YUL,C86,ATL,2024-02-02T15:16:00+00:00,2024-02-02T15:36:00+00:00,21.0,Delta Air Lines,DL697
active,YUL,A68,AZS,2024-02-02T15:00:00+00:00,2024-02-02T15:28:00+00:00,28.0,Air Transat,TS2974
landed,YUL,A63,BCN,2024-02-02T18:20:00+00:00,2024-02-02T18:55:00+00:00,36.0,Air Canada,AC822
scheduled,YUL,,BDA,2024-02-02T07:00:00+00:00,,,Starlink Aviation,Q4557
landed,YUL,A55,BGI,2024-02-02T09:40:00+00:00,2024-02-02T10:04:00+00:00,24.0,Air Canada,AC962
cancelled,YUL,,BOS,2024-02-02T14:36:00+00:00,,,NetJets Aviation,1I
landed,YUL,C77,BOS,2024-02-02T08:15:00+00:00,2024-02-02T08:46:00+00:00,31.0,Air Canada,AC8604
landed,YUL,C74,BOS,2024-02-02T13:10:00+00:00,2024-02-02T13:37:00+00:00,27.0,Air Canada,AC8606
landed,YUL,C76,BOS,2024-02-02T16:45:00+00:00,2024-02-02T16:48:00+00:00,4.0,Air Canada,AC8608
landed,YUL,A52,BRU,2024-02-02T18:50:00+00:00,2024-02-02T19:48:00+00:00,58.0,Air Canada,AC832
active,YUL,A64,CCC,2024-02-02T15:50:00+00:00,2024-02-02T16:07:00+00:00,18.0,Air Canada Rouge,RV1750
scheduled,YUL,A51,CCC,2024-02-02T06:00:00+00:00,2024-02-02T09:13:00+00:00,194.0,Sunwing,WG2548
landed,YUL,A66,CDG,2024-02-02T21:25:00+00:00,2024-02-02T21:42:00+00:00,17.0,Air Canada,AC870
landed,YUL,A57,CDG,2024-02-02T17:00:00+00:00,2024-02-02T17:20:00+00:00,21.0,Air France,AF345
landed,YUL,A55,CDG,2024-02-02T19:05:00+00:00,2024-02-02T19:41:00+00:00,36.0,Air France,AF347
landed,YUL,A65,CDG,2024-02-02T20:20:00+00:00,2024-02-02T21:04:00+00:00,44.0,Air Transat,TS110
active,YUL,,CEF,2024-02-02T15:24:00+00:00,2024-02-02T15:35:00+00:00,11.0,NetJets Aviation,1I591
active,YUL,A59,CFG,2024-02-02T17:45:00+00:00,,55.0,Sunwing,WG228
landed,YUL,C83,CLT,2024-02-02T14:15:00+00:00,2024-02-02T14:48:00+00:00,33.0,American Airlines,AA5029
landed,YUL,C83,CLT,2024-02-02T07:16:00+00:00,2024-02-02T07:59:00+00:00,43.0,American Airlines,AA5037
scheduled,YUL,A64,CMN,2024-02-02T09:05:00+00:00,2024-02-02T10:40:00+00:00,96.0,Royal Air Maroc,AT207
landed,YUL,A51,CMN,2024-02-02T20:35:00+00:00,2024-02-02T20:54:00+00:00,19.0,Royal Air Maroc,AT209
landed,YUL,A55,CUN,2024-02-02T08:10:00+00:00,2024-02-02T08:36:00+00:00,26.0,Air Canada,AC926
landed,YUL,A59,CUN,2024-02-02T13:30:00+00:00,2024-02-02T13:56:00+00:00,26.0,Flair Airlines,F82100
landed,YUL,A65,CUN,2024-02-02T17:15:00+00:00,2024-02-02T17:51:00+00:00,37.0,Air Canada Rouge,RV1884
landed,YUL,A67,CUN,2024-02-02T07:20:00+00:00,2024-02-02T08:12:00+00:00,52.0,Air Transat,TS538
landed,YUL,A51,CUN,2024-02-02T14:25:00+00:00,2024-02-02T14:40:00+00:00,16.0,Air Transat,TS938
landed,YUL,A59,CUN,2024-02-02T10:30:00+00:00,2024-02-02T10:54:00+00:00,24.0,Sunwing,WG5357
landed,YUL,A60,CUN,2024-02-02T08:00:00+00:00,2024-02-02T08:56:00+00:00,56.0,Sunwing,WG563
scheduled,YUL,A62,CYO,2024-02-02T15:55:00+00:00,2024-02-02T19:36:00+00:00,221.0,Sunwing,WG614
landed,YUL,A66,CZM,2024-02-02T07:25:00+00:00,2024-02-02T08:07:00+00:00,43.0,Air Transat,TS328
landed,YUL,C83,DCA,2024-02-02T08:30:00+00:00,2024-02-02T09:15:00+00:00,45.0,Air Canada,AC8821
landed,YUL,C79,DCA,2024-02-02T13:45:00+00:00,2024-02-02T14:15:00+00:00,30.0,Air Canada,AC8823
landed,YUL,C77,DCA,2024-02-02T19:50:00+00:00,2024-02-02T20:10:00+00:00,20.0,Air Canada,AC8825
landed,YUL,A61,DEL,2024-02-02T20:30:00+00:00,2024-02-02T20:50:00+00:00,20.0,Air Canada,AC50
active,YUL,C76,DEN,2024-02-02T08:05:00+00:00,,27.0,Air Canada,AC1073
diverted,YUL,C83,DFW,2024-02-02T18:40:00+00:00,2024-02-02T20:44:00+00:00,125.0,Air Canada,AC8813
landed,YUL,A63,DOH,2024-02-02T20:50:00+00:00,2024-02-02T21:21:00+00:00,32.0,Qatar Airways,QR764
landed,YUL,C80,DTW,2024-02-02T13:05:00+00:00,2024-02-02T13:21:00+00:00,17.0,Air Canada,AC8581
landed,YUL,C86,DTW,2024-02-02T13:05:00+00:00,2024-02-02T13:47:00+00:00,42.0,Delta Air Lines,DL4150
landed,YUL,C87,DTW,2024-02-02T06:00:00+00:00,2024-02-02T06:06:00+00:00,7.0,Delta Air Lines,DL4869
landed,YUL,A63,DXB,2024-02-02T09:20:00+00:00,2024-02-02T09:58:00+00:00,38.0,Emirates,EK244
landed,YUL,A65,AGP,2024-03-02T20:10:00+00:00,2024-03-02T20:44:00+00:00,34.0,Air Transat,TS252
landed,YUL,,ALG,2024-03-02T15:10:00+00:00,2024-03-02T16:10:00+00:00,61.0,Air Algerie,AH2701
landed,YUL,C75,ATL,2024-03-02T18:25:00+00:00,2024-03-02T19:01:00+00:00,36.0,Air Canada,AC8569
landed,YUL,C85,ATL,2024-03-02T07:00:00+00:00,2024-03-02T07:23:00+00:00,23.0,Delta Air Lines,DL1345
landed,YUL,C84,ATL,2024-03-02T18:40:00+00:00,2024-03-02T18:57:00+00:00,17.0,Delta Air Lines,DL639
landed,YUL,C86,ATL,2024-03-02T13:44:00+00:00,2024-03-02T13:54:00+00:00,11.0,Delta Air Lines,DL697
active,YUL,A58,AZS,2024-03-02T14:55:00+00:00,,38.0,Air Canada Rouge,RV1744
landed,YUL,A52,BOG,2024-03-02T21:45:00+00:00,2024-03-02T22:01:00+00:00,17.0,Air Canada,AC98
landed,YUL,C86,BOS,2024-03-02T08:15:00+00:00,2024-03-02T09:16:00+00:00,62.0,Air Canada,AC748
landed,YUL,C76,BOS,2024-03-02T16:45:00+00:00,2024-03-02T16:55:00+00:00,10.0,Air Canada,AC752
landed,YUL,C77,BOS,2024-03-02T13:10:00+00:00,2024-03-02T13:28:00+00:00,19.0,Air Canada,AC8606
landed,YUL,A57,BRU,2024-03-02T18:50:00+00:00,2024-03-02T19:10:00+00:00,20.0,Air Canada,AC832
active,YUL,A63,CCC,2024-03-02T14:45:00+00:00,2024-03-02T15:03:00+00:00,19.0,Air Transat,TS856
scheduled,YUL,,CCC,2024-03-02T17:00:00+00:00,2024-03-02T18:32:00+00:00,92.0,Sunwing,WG606
landed,YUL,A50,CDG,2024-03-02T21:25:00+00:00,2024-03-02T22:03:00+00:00,38.0,Air Canada,AC870
landed,YUL,A60,CDG,2024-03-02T18:10:00+00:00,2024-03-02T18:27:00+00:00,18.0,Air Canada,AC874
landed,YUL,A55,CDG,2024-03-02T17:00:00+00:00,2024-03-02T17:18:00+00:00,19.0,Air France,AF345
landed,YUL,A63,CDG,2024-03-02T19:05:00+00:00,2024-03-02T19:28:00+00:00,24.0,Air France,AF347
landed,YUL,A64,CDG,2024-03-02T20:20:00+00:00,2024-03-02T21:12:00+00:00,52.0,Air Transat,TS110
landed,YUL,,CLT,2024-03-02T09:15:00+00:00,2024-03-02T12:22:00+00:00,188.0,Airsprint,
active,YUL,C81,CLT,2024-03-02T14:15:00+00:00,,325.0,American Airlines,AA5029
landed,YUL,C77,CLT,2024-03-02T07:15:00+00:00,2024-03-02T07:57:00+00:00,43.0,American Airlines,AA5037
landed,YUL,,CMN,2024-03-02T20:35:00+00:00,2024-03-02T20:55:00+00:00,21.0,Royal Air Maroc,AT209
landed,YUL,A67,CTG,2024-03-02T09:50:00+00:00,2024-03-02T10:02:00+00:00,12.0,Air Transat,TS198
scheduled,YUL,A51,CUN,2024-03-02T08:10:00+00:00,2024-03-02T09:47:00+00:00,97.0,Air Canada,AC926
landed,YUL,A67,CUN,2024-03-02T13:30:00+00:00,2024-03-02T14:10:00+00:00,40.0,Flair Airlines,F82100
landed,YUL,A64,CUN,2024-03-02T17:15:00+00:00,2024-03-02T17:33:00+00:00,19.0,Air Canada Rouge,RV1884
landed,YUL,A67,CUN,2024-03-02T07:20:00+00:00,2024-03-02T07:48:00+00:00,28.0,Air Transat,TS538
landed,YUL,A68,CUN,2024-03-02T14:05:00+00:00,2024-03-02T14:17:00+00:00,13.0,Air Transat,TS938
landed,YUL,A66,CUN,2024-03-02T12:15:00+00:00,2024-03-02T12:35:00+00:00,21.0,Sunwing,WG2643
landed,YUL,A59,CUN,2024-03-02T09:30:00+00:00,2024-03-02T09:53:00+00:00,24.0,Sunwing,WG5619
scheduled,YUL,,DCA,2024-03-02T19:50:00+00:00,,,empty,
scheduled,YUL,,DCA,2024-03-02T19:50:00+00:00,2024-03-02T20:20:00+00:00,21.0,Air Canada,AC825
landed,YUL,C85,DCA,2024-03-02T08:30:00+00:00,2024-03-02T08:50:00+00:00,20.0,Air Canada,AC8821
landed,YUL,C81,DCA,2024-03-02T13:45:00+00:00,2024-03-02T15:00:00+00:00,75.0,Air Canada,AC8823
scheduled,YUL,C88,DCA,2024-03-02T19:50:00+00:00,,21.0,Air Canada,AC8825
scheduled,YUL,,DCA,2024-03-02T19:50:00+00:00,,21.0,Jazz,QK825
landed,YUL,C80,DEN,2024-03-02T08:05:00+00:00,2024-03-02T08:44:00+00:00,39.0,Air Canada,AC1073
landed,YUL,C81,DFW,2024-03-02T15:47:00+00:00,2024-03-02T16:04:00+00:00,18.0,American Airlines,AA1964
landed,YUL,C77,DFW,2024-03-02T18:40:00+00:00,2024-03-02T20:26:00+00:00,107.0,Air Canada,AC1071
landed,YUL,A57,DOH,2024-03-02T20:50:00+00:00,2024-03-02T21:33:00+00:00,43.0,Qatar Airways,QR764
landed,YUL,C88,DTW,2024-03-02T06:00:00+00:00,2024-03-02T06:26:00+00:00,27.0,Delta Air Lines,DL4869
landed,YUL,C84,DTW,2024-03-02T13:05:00+00:00,2024-03-02T13:22:00+00:00,17.0,Delta Air Lines,DL4870
landed,YUL,A63,DXB,2024-03-02T09:20:00+00:00,2024-03-02T09:38:00+00:00,18.0,Emirates,EK244
landed,YUL,A58,DOH,2024-01-30T20:50:00+00:00,2024-01-30T21:45:00+00:00,55.0,Qatar Airways,QR764
landed,YUL,A64,DEL,2024-01-30T20:30:00+00:00,2024-01-30T21:19:00+00:00,49.0,Air Canada,AC50
landed,YUL,A52,LHR,2024-01-31T19:40:00+00:00,2024-01-31T19:57:00+00:00,18.0,Air Canada,AC864
landed,YUL,A59,LHR,2024-01-31T20:45:00+00:00,2024-01-31T21:58:00+00:00,74.0,British Airways,BA94
landed,YUL,A60,LIR,2024-01-31T08:50:00+00:00,2024-01-31T09:04:00+00:00,14.0,Air Canada,AC1331
landed,YUL,A65,LIS,2024-01-31T21:45:00+00:00,2024-01-31T22:07:00+00:00,23.0,TAP Air Portugal,TP254
scheduled,YUL,A68,LIS,2024-01-31T20:15:00+00:00,2024-01-31T21:38:00+00:00,83.0,Air Transat,TS680
landed,YUL,A52,LYS,2024-01-31T21:30:00+00:00,2024-01-31T22:01:00+00:00,32.0,Air Canada,AC876
landed,YUL,A52,MBJ,2024-01-31T08:15:00+00:00,2024-01-31T08:42:00+00:00,28.0,Air Canada,AC922
landed,YUL,A68,MBJ,2024-01-31T07:30:00+00:00,2024-01-31T07:48:00+00:00,19.0,Air Transat,TS2484
landed,YUL,A61,MBJ,2024-01-31T10:00:00+00:00,2024-01-31T11:11:00+00:00,72.0,Sunwing,WG7392
landed,YUL,C83,MCO,2024-01-31T08:45:00+00:00,2024-01-31T09:20:00+00:00,35.0,Air Canada Rouge,RV1634
landed,YUL,C75,MCO,2024-01-31T13:30:00+00:00,2024-01-31T13:44:00+00:00,14.0,Air Canada Rouge,RV1636
landed,YUL,C75,MCO,2024-01-31T18:40:00+00:00,2024-01-31T19:01:00+00:00,21.0,Air Canada Rouge,RV1638
landed,YUL,C77,MCO,2024-01-31T06:35:00+00:00,2024-01-31T06:53:00+00:00,19.0,Air Transat,TS820
landed,YUL,A51,MEX,2024-01-31T18:55:00+00:00,2024-01-31T20:14:00+00:00,80.0,Air Canada,AC995
landed,YUL,A61,MEX,2024-01-31T23:10:00+00:00,2024-01-31T23:23:00+00:00,14.0,Aeromexico,AM637
landed,YUL,A67,MEX,2024-01-31T09:01:00+00:00,2024-01-31T09:48:00+00:00,47.0,Aeromexico,AM681
landed,YUL,C81,MIA,2024-01-31T07:00:00+00:00,2024-01-31T07:19:00+00:00,20.0,American Airlines,AA1516
landed,YUL,C74,MIA,2024-01-31T08:30:00+00:00,2024-01-31T08:39:00+00:00,9.0,Air Canada,AC1206
landed,YUL,C77,MIA,2024-01-31T18:45:00+00:00,2024-01-31T19:33:00+00:00,48.0,Air Canada,AC1208
active,YUL,,MLA,2024-01-31T22:00:00+00:00,,90.0,Air Transat,TS44
landed,YUL,C83,MSP,2024-01-31T17:30:00+00:00,2024-01-31T18:15:00+00:00,46.0,Air Canada,AC8851
landed,YUL,C85,MSP,2024-01-31T07:00:00+00:00,2024-01-31T07:12:00+00:00,12.0,Delta Air Lines,DL3665
active,YUL,,MTY,2024-01-31T10:00:00+00:00,2024-01-31T10:30:00+00:00,31.0,JSC Avion Express,X99901
landed,YUL,A61,MUC,2024-01-31T20:15:00+00:00,2024-01-31T20:20:00+00:00,6.0,Lufthansa,LH475
active,YUL,A61,MZO,2024-01-31T08:00:00+00:00,2024-01-31T08:31:00+00:00,32.0,Sunwing,WG658
landed,YUL,A52,NRT,2024-01-31T13:05:00+00:00,2024-01-31T13:26:00+00:00,22.0,Air Canada,AC5
landed,YUL,C84,ORD,2024-01-31T08:30:00+00:00,2024-01-31T09:09:00+00:00,40.0,Air Canada,AC8959
landed,YUL,C74,ORD,2024-01-31T13:05:00+00:00,2024-01-31T13:16:00+00:00,12.0,Air Canada,AC8961
scheduled,YUL,C79,ORD,2024-01-31T19:45:00+00:00,,21.0,Air Canada,AC8967
landed,YUL,,ORD,2024-01-31T19:45:00+00:00,2024-01-31T20:01:00+00:00,16.0,Air Canada,AC967
scheduled,YUL,,ORD,2024-01-31T19:45:00+00:00,,21.0,Jazz,QK967
landed,YUL,C80,ORD,2024-01-31T16:45:00+00:00,2024-01-31T17:13:00+00:00,29.0,United Airlines,UA3629
landed,YUL,C82,ORD,2024-01-31T06:05:00+00:00,2024-01-31T06:17:00+00:00,13.0,United Airlines,UA3663
